# taille de la grille
X 1024
Y 1024
# position des obstacles
# Xmin Xmax Ymin Ymax
# si pas obstacle : mettre -1 comme valeur
# 16 obstacles
233 123 1023 0
463 816 0 1023
588 24 1023 0
561 782 1023 1023
428 865 1023 1023
638 130 0 0
579 6 1023 0
496 17 0 0
786 328 1023 1023
368 971 0 1023
942 595 0 0
921 181 0 1023
284 795 1023 0
703 624 1023 1023
761 642 0 1023
438 910 0 1023
155 426 0 0
398 264 1023 1023
738 707 1023 0
59 528 1023 1023
627 607 0 0
498 499 1023 0
277 676 1023 1023
623 557 0 1023
92 327 0 0
95 165 1023 0
860 988 0 0
684 490 1023 0
154 72 1023 0
49 135 0 0
421 703 1023 0
495 529 1023 0
914 855 1023 1023
985 867 1023 1023
399 406 1023 0
892 56 0 1023
142 87 1023 0
1020 1023 1023 1023
504 265 0 0
305 65 1023 0
319 526 0 0
171 632 0 0
934 827 1023 0
863 455 0 1023
1022 451 1023 1023
530 853 0 1023
598 839 1023 1023
842 347 1023 1023
14 571 1023 0
1006 82 0 0
281 958 0 0
197 812 1023 0
422 468 0 0
209 398 1023 1023
211 524 0 0
736 914 0 0
907 594 1023 1023
372 781 1023 1023
803 352 1023 0
427 830 0 0
886 899 0 1023
133 412 1023 1023
710 428 1023 0
810 300 0 0
548 376 1023 0
53 153 0 1023
611 50 0 0
956 668 0 1023
192 962 1023 0
821 344 0 0
973 439 0 1023
226 459 0 1023
391 1017 0 0
3 717 1023 0
359 790 1023 1023
387 1006 0 1023
367 103 0 1023
808 3 1023 0
695 681 0 1023
15 443 1023 0
347 461 1023 0
661 294 0 0
181 499 1023 0
320 800 1023 1023
866 699 1023 1023
1002 181 0 0
751 873 0 1023
225 156 1023 0
915 659 1023 0
787 785 0 1023
612 402 0 0
160 135 0 1023
592 260 0 1023
279 638 0 1023
773 18 1023 1023
45 736 0 0
868 584 1023 1023
934 390 1023 0
161 545 0 1023
546 837 1023 0
947 100 0 0
509 135 1023 1023
432 710 1023 1023
688 517 0 0
2 874 0 0
339 586 0 1023
371 303 1023 1023
749 710 1023 0
509 190 1023 0
567 64 0 0
34 78 1023 0
701 99 1023 0
168 337 0 1023
984 491 1023 0
909 821 0 1023
996 279 0 1023
695 789 1023 0
888 718 1023 1023
506 686 1023 1023
129 2 0 1023
221 973 0 1023
431 18 1023 1023
250 758 0 1023
981 304 0 1023
564 130 0 0
6 946 0 1023
254 233 0 1023
208 896 0 1023
561 564 1023 1023
805 493 1023 1023
739 293 0 1023
333 752 1023 0
829 391 0 0
402 3 0 0
835 197 1023 0
79 440 0 1023
960 483 1023 1023
401 754 0 0
574 177 0 1023
982 107 1023 0
45 946 1023 1023
276 978 0 1023
857 134 0 1023
133 105 0 1023
654 292 1023 1023
829 1012 0 1023
598 635 0 1023
679 166 0 0
630 371 1023 1023
627 156 0 0
107 416 0 0
653 818 1023 0
243 934 0 0
647 166 1023 1023
367 792 0 1023
772 446 1023 1023
894 225 0 1023
765 894 0 1023
489 988 1023 1023
408 64 0 1023
376 435 0 1023
616 981 1023 1023
261 962 0 1023
752 331 1023 0
804 429 1023 1023
803 131 0 1023
567 18 1023 1023
138 18 1023 0
220 563 0 1023
58 187 1023 0
429 878 1023 0
9 752 0 1023
1005 875 0 0
1022 460 0 0
831 478 0 1023
421 191 0 1023
98 473 1023 1023
504 673 1023 0
938 259 1023 0
504 483 0 0
539 706 0 1023
743 257 1023 1023
203 117 1023 1023
186 1013 0 1023
604 878 0 1023
447 301 1023 0
297 1013 1023 0
817 676 0 1023
172 589 1023 0
355 637 1023 0
754 15 0 0
346 153 0 1023
936 619 0 0
814 347 0 0
526 230 1023 0
1005 928 1023 0
953 967 0 1023
772 856 0 1023
550 301 1023 1023
709 826 1023 1023
652 633 0 0
576 128 1023 1023
963 457 1023 1023
165 905 1023 0
425 65 1023 1023
705 366 0 1023
589 500 0 1023
562 318 0 1023
971 313 0 0
1023 906 1023 0
955 860 1023 1023
931 813 0 0
157 995 0 1023
423 513 0 0
532 14 1023 0
413 875 0 1023
212 367 0 1023
745 112 0 0
846 1015 1023 0
979 794 0 1023
884 926 1023 1023
80 357 0 1023
507 292 0 1023
886 337 0 1023
959 992 1023 1023
974 771 0 1023
14 298 1023 0
606 681 0 1023
861 172 1023 1023
439 316 0 0
139 55 0 1023
980 387 1023 1023
571 63 1023 1023
541 386 0 1023
238 449 0 1023
611 137 1023 0
712 134 1023 0
618 575 1023 1023
593 274 0 0
984 675 0 1023
712 794 1023 1023
556 575 0 0
827 975 0 1023
773 405 0 1023
798 291 1023 0
406 843 1023 1023
202 844 1023 0
664 47 1023 1023
544 303 0 1023
314 721 1023 0
574 796 1023 1023
2 954 1023 1023
975 644 1023 1023
121 361 0 1023
427 323 0 0
14 630 1023 0
533 131 0 0
476 769 0 1023
287 1 1023 1023
702 349 0 0
498 778 0 0
64 279 1023 1023
433 430 1023 0
867 827 0 0
622 506 0 1023
106 843 1023 1023
471 268 0 0
712 6 0 0
301 820 1023 0
328 388 1023 1023
408 253 0 1023
830 700 0 0
793 543 0 0
696 782 1023 1023
122 447 0 1023
367 329 1023 1023
604 938 1023 0
265 208 1023 1023
647 560 0 0
395 840 1023 0
299 213 1023 1023
578 457 0 1023
35 279 1023 0
83 552 1023 1023
740 44 0 0
453 991 0 0
265 474 0 0
138 10 1023 1023
50 1014 1023 1023
78 196 1023 1023
166 1014 1023 1023
983 65 0 1023
580 809 0 0
36 277 0 1023
988 305 0 0
470 712 1023 1023
908 149 1023 0
97 128 0 0
561 310 1023 0
10 329 0 0
435 849 1023 1023
987 575 1023 0
68 570 1023 0
320 746 0 1023
736 52 1023 1023
768 157 1023 0
874 96 0 1023
79 646 1023 0
605 229 1023 0
348 812 1023 1023
84 780 1023 0
607 280 1023 0
508 795 1023 0
383 259 1023 1023
184 880 1023 0
81 337 1023 1023
515 403 0 1023
320 150 1023 1023
493 366 0 1023
458 569 1023 0
192 759 1023 1023
409 143 1023 0
475 929 0 0
779 352 0 0
595 340 1023 0
394 148 0 0
461 737 1023 1023
118 1011 0 0
587 181 0 1023
797 287 1023 1023
935 162 0 1023
271 500 1023 1023
858 979 0 1023
24 751 0 1023
1023 233 0 1023
815 708 0 1023
672 300 1023 0
4 999 1023 1023
1 989 0 1023
515 570 0 1023
625 626 1023 0
897 639 1023 0
185 438 1023 1023
44 969 0 1023
530 822 0 0
123 105 1023 1023
478 986 1023 0
207 6 0 0
995 509 0 0
163 892 1023 0
113 451 1023 0
865 665 1023 1023
486 784 0 1023
235 326 1023 0
403 227 1023 1023
542 1014 0 1023
852 934 0 0
978 529 1023 0
51 785 0 1023
221 105 1023 1023
676 615 0 1023
166 483 1023 0
253 669 1023 0
39 635 0 0
650 815 0 0
593 24 1023 0
205 565 0 0
442 167 1023 1023
94 981 1023 1023
539 844 1023 1023
764 189 1023 1023
501 510 1023 0
926 973 1023 0
862 996 0 0
966 717 1023 0
989 1 0 0
225 750 0 0
558 395 0 0
102 595 1023 1023
548 339 0 0
593 537 1023 0
206 580 1023 0
920 275 0 0
816 821 1023 0
964 938 1023 0
522 90 1023 0
769 682 1023 0
344 919 1023 0
416 441 0 1023
343 153 0 0
880 164 1023 1023
802 59 0 1023
283 1016 0 1023
695 252 1023 1023
339 408 1023 0
180 817 1023 0
776 405 1023 1023
906 300 1023 1023
634 844 1023 0
942 265 1023 0
263 679 1023 0
14 795 1023 1023
885 234 1023 0
452 396 1023 1023
1013 528 0 1023
747 379 0 1023
874 637 1023 0
147 841 1023 1023
1015 814 0 0
1015 61 1023 1023
980 338 0 0
150 509 0 1023
858 439 0 0
804 183 1023 1023
388 804 0 1023
1 481 0 0
291 494 1023 1023
797 537 1023 1023
330 73 1023 1023
268 894 1023 1023
37 124 0 1023
484 737 0 0
134 497 1023 0
194 961 0 0
511 850 0 0
842 691 1023 0
955 13 0 1023
814 712 0 1023
189 394 0 0
573 709 1023 1023
536 770 0 1023
807 66 1023 1023
48 1014 1023 0
687 930 1023 1023
945 792 0 1023
125 680 1023 1023
1014 487 0 1023
483 586 1023 1023
237 449 1023 0
16 482 1023 1023
547 827 1023 1023
21 439 0 0
336 538 0 0
237 683 1023 1023
648 844 0 1023
296 564 0 0
1000 220 1023 0
293 193 0 0
291 393 0 1023
705 790 1023 0
707 1021 1023 1023
322 73 0 1023
601 496 1023 1023
20 196 1023 0
17 264 0 0
486 920 0 1023
409 695 1023 0
549 515 1023 0
134 326 0 1023
938 708 1023 1023
1012 78 1023 1023
370 521 1023 1023
227 21 0 1023
597 33 0 0
569 727 1023 0
253 316 1023 1023
638 345 1023 0
485 69 0 1023
17 745 1023 0
847 358 1023 0
690 180 0 1023
658 768 0 0
991 646 1023 0
490 233 1023 0
518 1007 0 1023
772 885 1023 1023
166 955 1023 1023
843 67 1023 0
924 39 1023 0
435 274 0 1023
8 463 0 0
780 338 0 0
950 209 1023 1023
101 674 0 1023
73 498 0 1023
314 225 0 1023
1 879 1023 1023
20 235 1023 1023
664 984 0 0
306 654 1023 0
289 782 0 0
960 1023 1023 0
807 197 1023 1023
62 960 0 0
537 401 1023 1023
470 70 1023 1023
964 221 1023 0
779 804 0 1023
65 418 1023 0
275 224 0 1023
443 598 1023 1023
393 96 0 0
282 449 1023 1023
946 244 0 0
940 562 0 0
438 648 1023 1023
329 684 0 0
23 340 0 0
297 618 0 1023
983 145 0 0
844 131 1023 0
773 701 1023 0
873 116 1023 0
746 605 0 0
229 375 1023 1023
68 253 0 1023
348 986 1023 0
901 964 0 1023
560 130 0 1023
338 12 0 1023
308 778 0 1023
340 253 0 1023
239 124 0 1023
883 790 0 0
272 640 0 1023
607 694 0 1023
329 516 1023 1023
733 982 1023 0
234 386 0 0
396 961 1023 1023
278 820 0 1023
935 177 1023 0
935 769 1023 0
756 186 1023 1023
109 871 1023 1023
195 318 0 1023
719 798 0 1023
841 1019 0 1023
137 968 1023 1023
709 411 1023 1023
7 305 0 1023
49 82 1023 0
63 667 1023 1023
836 366 1023 1023
966 981 1023 1023
647 167 0 0
155 871 1023 1023
490 370 1023 1023
118 31 1023 0
853 686 0 1023
675 361 1023 1023
170 42 0 0
731 108 1023 0
404 128 0 0
711 379 0 1023
34 652 0 1023
810 560 1023 0
793 1005 1023 1023
262 806 0 1023
144 547 1023 0
610 905 1023 1023
995 744 1023 1023
927 697 1023 1023
932 683 0 0
753 650 0 1023
1023 726 1023 0
482 721 0 1023
211 938 1023 1023
619 372 0 1023
97 408 0 0
965 406 1023 0
96 207 0 1023
