# taille de la grille
X 1024
Y 1024
# position des obstacles
# Xmin Xmax Ymin Ymax
# si pas obstacle : mettre -1 comme valeur
# 16 obstacles
112 270 0 1023
969 635 1023 0
513 972 1023 0
921 864 0 0
683 250 1023 1023
297 893 0 0
533 195 1023 0
761 201 1023 1023
1006 913 0 1023
735 872 1023 1023
422 21 0 1023
859 327 1023 1023
507 1000 0 0
139 302 1023 1023
974 991 1023 1023
901 805 0 0
221 566 1023 0
367 105 0 1023
572 722 0 0
407 656 0 1023
805 449 0 1023
640 748 1023 1023
676 358 1023 1023
472 503 0 0
965 302 1023 0
767 1000 1023 0
401 274 0 1023
490 409 0 1023
735 493 1023 1023
489 475 0 1023
466 692 1023 0
446 48 1023 0
235 850 0 1023
41 63 1023 0
920 935 1023 1023
782 465 0 1023
960 295 0 1023
993 763 0 1023
401 4 1023 0
44 82 1023 1023
440 360 1023 0
360 24 0 0
712 195 1023 0
771 651 0 1023
397 216 1023 1023
607 697 0 0
807 709 0 1023
1019 197 0 0
532 132 1023 1023
458 651 0 1023
659 165 0 1023
502 612 1023 1023
112 884 1023 0
177 113 0 1023
447 866 1023 0
403 338 1023 1023
88 585 0 0
927 614 1023 1023
485 692 0 0
239 234 1023 0
593 842 1023 1023
118 969 1023 0
612 954 0 1023
66 16 0 1023
983 521 1023 0
754 766 1023 0
256 449 0 1023
978 252 1023 0
165 517 1023 1023
51 465 1023 1023
514 78 1023 0
28 1021 1023 1023
274 570 0 0
579 983 0 0
94 391 1023 0
460 949 0 0
513 1004 0 1023
859 1009 1023 0
672 656 0 1023
91 69 1023 0
600 757 1023 0
738 73 1023 1023
153 113 1023 0
824 922 1023 1023
974 519 0 0
89 220 0 1023
889 563 0 1023
940 837 0 0
693 756 0 0
137 790 1023 1023
681 777 0 1023
593 95 1023 1023
792 189 0 0
616 680 0 0
101 777 0 1023
1015 272 1023 0
311 744 0 1023
76 251 0 0
783 544 0 1023
313 620 0 0
245 931 1023 1023
290 554 0 1023
160 471 1023 1023
414 796 1023 1023
519 780 1023 0
343 739 0 1023
802 43 1023 0
673 888 1023 1023
229 685 1023 0
567 994 0 0
590 908 0 0
28 998 1023 1023
66 758 0 0
378 103 0 0
840 142 1023 0
716 998 1023 0
163 980 1023 1023
712 77 1023 0
611 184 0 0
528 700 0 1023
239 473 0 0
624 799 0 1023
910 353 1023 1023
18 47 1023 1023
44 961 0 0
588 228 0 0
322 786 0 0
990 521 1023 1023
237 27 1023 0
273 989 0 1023
225 558 0 1023
10 779 0 0
939 109 1023 0
313 40 1023 1023
316 642 1023 1023
535 802 1023 0
807 833 0 1023
876 311 1023 0
720 299 1023 1023
763 210 0 1023
476 146 0 1023
687 718 0 0
687 804 0 0
22 137 0 0
548 541 0 1023
511 536 0 0
778 863 1023 1023
1012 261 1023 0
759 376 0 0
1012 617 1023 0
686 743 1023 1023
733 49 1023 0
388 259 1023 1023
760 105 1023 0
466 508 1023 0
495 49 0 0
647 166 1023 1023
120 772 1023 1023
706 967 1023 0
800 795 0 0
514 709 0 0
835 764 1023 1023
666 579 0 1023
193 419 0 1023
192 830 1023 0
43 442 1023 1023
283 894 1023 1023
275 680 1023 1023
163 912 0 1023
238 915 0 0
419 578 0 1023
470 803 1023 0
584 86 1023 1023
989 655 1023 0
277 921 1023 1023
909 934 0 0
654 523 0 1023
16 390 0 0
49 988 0 0
669 767 0 1023
333 557 1023 0
832 101 0 1023
984 447 1023 1023
789 749 1023 0
673 780 0 0
810 371 0 0
735 200 0 1023
983 187 1023 0
582 955 0 1023
66 190 1023 1023
108 634 0 0
308 768 1023 1023
651 323 0 0
750 74 1023 1023
849 56 1023 0
866 854 1023 0
979 479 0 0
998 147 1023 1023
619 855 1023 0
718 446 1023 1023
836 268 1023 0
107 228 0 1023
730 429 1023 1023
269 863 1023 1023
201 375 0 1023
238 520 0 1023
604 488 0 1023
577 382 0 0
921 105 1023 0
592 156 0 0
154 340 0 0
29 889 1023 0
528 322 0 0
767 691 1023 0
315 61 1023 1023
501 617 0 0
294 920 1023 0
696 623 1023 1023
126 381 1023 0
919 127 0 0
224 688 0 1023
450 716 0 0
685 55 0 1023
808 86 0 1023
712 191 1023 0
967 131 0 1023
426 734 1023 0
886 306 1023 1023
233 955 1023 0
393 1008 0 1023
314 132 1023 0
187 673 1023 0
933 81 0 0
552 172 1023 0
427 974 0 1023
633 529 1023 0
54 978 0 0
438 745 0 0
175 360 1023 1023
714 892 1023 1023
30 585 0 0
572 698 1023 1023
631 672 0 0
538 766 0 1023
549 47 0 1023
107 935 0 0
971 139 1023 0
642 75 0 1023
476 191 1023 1023
648 944 1023 0
391 921 0 1023
135 968 0 1023
808 482 1023 1023
54 931 0 0
730 260 1023 0
583 719 1023 1023
302 48 0 0
844 817 0 0
110 828 0 0
152 332 0 0
919 237 0 0
601 481 1023 1023
975 435 1023 1023
177 74 1023 0
300 365 1023 1023
524 426 0 1023
839 456 0 0
275 67 0 1023
771 435 1023 0
484 717 0 0
283 714 0 0
792 517 1023 0
507 29 0 0
979 353 0 0
229 996 1023 0
455 605 1023 0
538 799 0 0
762 844 1023 1023
774 238 1023 0
935 277 1023 0
61 859 1023 1023
781 608 0 0
851 484 0 1023
979 364 0 1023
754 1 1023 1023
989 419 1023 0
844 90 1023 0
688 249 0 0
296 845 0 1023
110 896 1023 0
537 198 0 1023
390 997 1023 0
666 612 1023 1023
505 837 0 0
738 566 0 0
311 803 0 0
158 952 0 1023
852 159 1023 1023
500 418 0 0
292 664 0 0
233 474 1023 1023
541 362 1023 0
735 754 1023 1023
884 845 0 0
826 959 1023 0
713 154 1023 1023
311 159 1023 0
572 1017 0 0
530 713 1023 1023
831 900 1023 0
441 564 0 0
302 977 1023 1023
481 317 1023 0
331 204 0 1023
814 263 0 0
677 429 0 0
120 398 1023 0
701 677 0 0
406 338 0 1023
790 305 1023 0
745 472 0 1023
781 367 1023 1023
248 44 0 1023
739 256 1023 0
669 974 0 1023
886 327 1023 1023
195 336 0 0
467 329 1023 0
244 999 1023 0
719 240 1023 1023
542 189 0 1023
272 631 0 1023
518 711 0 1023
526 70 1023 1023
851 872 1023 1023
459 773 0 1023
98 946 1023 0
416 996 1023 1023
676 652 0 0
257 587 1023 0
504 768 1023 1023
123 274 1023 1023
438 590 0 1023
466 576 1023 1023
547 158 1023 1023
49 540 1023 0
17 401 0 0
5 464 0 1023
485 271 0 0
204 725 0 1023
215 487 0 0
109 776 1023 0
493 789 1023 1023
766 345 1023 0
383 943 0 1023
612 321 1023 1023
873 794 0 1023
984 381 1023 1023
415 592 0 1023
679 587 1023 1023
977 806 1023 0
412 634 1023 1023
388 762 1023 0
145 313 1023 0
904 639 1023 1023
969 401 0 0
286 186 0 1023
84 239 1023 1023
609 691 1023 0
575 350 0 0
691 416 1023 1023
481 922 1023 1023
920 112 1023 1023
434 989 1023 0
194 254 0 1023
1004 600 1023 1023
776 873 1023 0
388 100 1023 1023
920 483 0 0
987 457 0 1023
10 854 0 0
725 695 1023 0
11 115 1023 1023
219 671 1023 1023
179 752 0 0
853 777 1023 0
900 798 1023 1023
223 165 0 1023
677 128 0 1023
97 433 1023 0
151 114 0 0
748 511 0 1023
922 860 1023 1023
86 387 0 1023
962 517 0 0
446 300 0 1023
705 490 0 1023
516 984 1023 1023
396 762 1023 0
888 146 1023 1023
271 785 1023 1023
538 1021 0 0
2 670 0 1023
632 400 0 1023
679 739 1023 0
85 404 0 0
397 80 0 0
527 100 0 0
314 843 1023 0
557 241 1023 1023
439 1 1023 0
602 52 0 1023
961 334 1023 1023
442 557 0 0
136 757 0 1023
719 942 1023 1023
263 133 0 0
1003 316 0 0
686 1011 0 0
5 352 1023 0
243 825 1023 0
952 857 0 0
506 165 0 0
477 598 1023 0
71 956 1023 1023
740 658 0 0
185 62 0 1023
837 756 0 0
749 369 1023 1023
754 56 1023 0
61 721 1023 0
235 580 1023 0
122 792 1023 1023
161 753 1023 0
462 86 1023 0
583 522 0 1023
607 581 0 0
188 696 1023 0
835 309 0 0
531 903 0 0
689 455 0 1023
501 457 1023 1023
87 578 0 1023
914 384 1023 1023
143 67 1023 1023
349 886 1023 0
815 117 0 1023
412 866 0 0
720 513 0 0
111 719 1023 0
345 884 0 0
332 552 0 1023
959 677 1023 0
158 278 1023 1023
507 496 0 1023
101 995 0 0
186 1017 0 0
605 976 0 1023
584 513 0 0
280 56 1023 0
924 661 1023 0
714 752 0 0
840 699 1023 1023
291 6 1023 1023
945 481 1023 1023
839 885 1023 0
893 441 1023 0
698 430 0 1023
796 966 1023 1023
365 172 1023 1023
331 915 1023 0
351 68 1023 1023
874 782 0 1023
990 653 0 0
781 331 1023 0
474 705 1023 0
574 275 0 1023
606 119 1023 1023
665 175 0 1023
919 507 0 1023
469 165 1023 1023
67 740 0 0
863 659 1023 0
546 63 1023 0
98 788 1023 0
253 488 0 0
447 856 1023 0
791 692 1023 0
257 576 1023 0
797 865 0 1023
800 524 1023 0
697 236 1023 0
907 743 1023 0
828 612 1023 1023
256 496 0 1023
810 936 0 1023
600 8 0 1023
750 889 1023 1023
827 491 0 1023
61 667 0 1023
834 361 0 0
681 992 1023 0
578 73 1023 0
492 299 1023 0
909 3 0 0
791 548 1023 0
569 158 0 1023
145 555 1023 1023
211 474 1023 0
139 271 0 0
1015 183 1023 1023
193 761 0 1023
256 201 0 0
498 529 1023 0
1004 350 1023 1023
528 517 1023 1023
195 784 1023 1023
93 104 1023 1023
592 867 1023 1023
937 199 0 1023
7 968 0 1023
1009 977 1023 1023
699 900 1023 0
886 492 1023 0
774 166 1023 0
695 1007 1023 0
783 719 0 1023
672 411 1023 1023
400 878 1023 0
394 675 1023 1023
782 319 1023 0
928 692 1023 1023
877 812 1023 1023
940 775 0 0
549 409 1023 0
459 482 0 0
238 695 1023 1023
79 846 1023 1023
719 127 0 0
893 764 0 0
342 875 0 0
189 117 0 1023
643 956 0 1023
657 34 1023 1023
160 758 1023 1023
83 427 0 0
601 72 0 1023
768 30 0 1023
464 689 0 1023
699 628 0 1023
283 865 0 0
515 516 0 0
213 962 0 0
930 519 0 1023
574 941 1023 0
374 885 0 0
205 846 0 1023
357 186 0 1023
916 511 0 1023
990 87 1023 1023
53 534 0 0
281 381 0 1023
965 429 1023 0
875 213 0 1023
244 838 1023 1023
1023 802 1023 0
175 517 1023 0
516 56 1023 1023
999 311 0 0
530 309 0 0
215 578 1023 1023
562 2 0 1023
707 629 1023 1023
329 964 0 1023
132 351 0 1023
1016 522 1023 0
485 750 0 1023
634 758 0 1023
4 387 0 0
859 611 1023 0
165 777 1023 0
316 325 0 0
156 83 0 0
536 981 0 0
771 42 1023 1023
724 693 0 1023
221 42 0 0
605 592 0 1023
963 487 0 1023
828 895 0 1023
461 1000 0 0
312 267 1023 1023
830 679 1023 1023
716 677 0 0
558 119 0 0
1014 793 1023 1023
292 357 1023 1023
521 396 1023 0
942 310 1023 0
925 795 0 1023
966 811 1023 0
865 646 1023 1023
533 22 0 0
493 726 1023 1023
420 223 0 1023
94 952 0 1023
410 154 0 0
794 325 0 0
380 817 1023 0
413 79 0 1023
596 232 0 0
498 89 0 1023
675 140 1023 0
585 960 1023 0
779 7 1023 1023
931 965 0 1023
868 578 1023 0
14 69 1023 0
433 892 0 0
546 1014 1023 0
139 692 0 0
989 356 1023 1023
976 642 1023 0
303 712 1023 1023
430 38 1023 0
670 202 0 1023
94 493 1023 1023
474 388 1023 1023
565 952 0 1023
131 401 0 1023
638 906 1023 0
493 99 1023 1023
75 964 1023 1023
508 701 0 0
355 636 0 0
299 188 1023 1023
288 65 0 1023
700 493 0 0
915 950 0 0
882 639 0 0
178 414 0 1023
873 359 0 0
663 929 0 0
284 813 1023 0
851 397 0 0
267 7 0 0
451 26 1023 1023
688 882 1023 1023
776 424 1023 1023
620 211 1023 0
39 342 1023 1023
38 483 1023 0
590 767 0 0
892 206 0 1023
547 62 1023 1023
449 101 0 1023
496 127 0 0
922 230 0 1023
434 699 1023 0
446 736 0 0
551 9 1023 1023
573 85 1023 1023
954 736 1023 1023
909 849 0 0
920 392 1023 1023
736 263 1023 1023
48 425 1023 1023
789 194 1023 1023
438 608 0 0
132 773 1023 0
639 206 1023 0
76 918 1023 1023
268 532 0 1023
867 358 0 0
638 20 0 0
800 575 0 0
134 23 0 0
17 884 0 0
205 881 0 1023
904 450 0 0
245 902 1023 1023
540 13 0 0
581 507 0 1023
846 580 0 0
704 482 0 1023
83 831 0 0
158 102 0 0
283 158 1023 1023
677 168 0 0
622 347 0 0
925 920 0 0
447 63 1023 1023
27 898 0 1023
320 245 1023 0
692 804 0 1023
755 739 1023 1023
845 338 1023 0
169 865 1023 1023
582 805 0 0
74 804 0 0
856 578 1023 1023
61 662 0 1023
757 949 1023 1023
209 174 0 0
873 413 1023 0
160 31 1023 0
476 562 1023 1023
204 143 0 1023
755 913 1023 0
1023 645 1023 0
622 1018 0 1023
781 96 0 1023
675 271 1023 0
78 205 1023 1023
702 68 1023 0
167 864 1023 0
706 166 0 1023
212 980 1023 0
811 723 0 1023
522 418 0 0
985 214 1023 1023
349 944 1023 0
781 819 0 0
220 497 1023 1023
1000 708 1023 0
707 770 0 1023
519 793 1023 0
928 327 1023 1023
193 728 1023 1023
99 128 0 0
661 706 0 0
988 283 0 0
507 890 1023 1023
1012 492 1023 1023
922 836 1023 0
989 961 1023 1023
707 981 0 1023
347 1023 0 1023
179 532 0 1023
576 862 1023 0
140 63 1023 1023
454 817 0 1023
20 551 1023 1023
410 933 0 1023
676 340 0 0
752 620 1023 0
248 574 0 0
867 999 1023 0
361 994 0 1023
327 795 0 1023
819 613 0 0
764 781 0 1023
161 457 0 1023
868 657 0 0
780 386 0 1023
586 349 1023 1023
216 216 0 0
644 219 1023 0
789 854 1023 1023
720 977 1023 1023
906 64 0 1023
1000 993 1023 0
6 853 0 0
813 28 1023 0
497 646 0 0
84 861 0 1023
708 745 1023 0
932 996 0 1023
531 367 1023 0
4 227 1023 0
732 640 0 1023
650 119 0 1023
109 504 0 1023
1020 474 0 1023
861 326 0 1023
662 759 1023 1023
921 147 1023 0
6 306 1023 1023
962 490 0 1023
921 175 1023 1023
579 255 1023 0
497 834 1023 0
924 44 1023 0
653 125 1023 0
585 725 0 1023
75 870 0 1023
936 790 1023 1023
160 642 1023 0
590 977 1023 1023
1012 1022 0 1023
531 952 1023 1023
453 963 1023 0
889 508 0 0
421 167 0 1023
867 573 1023 0
289 377 0 1023
758 904 1023 0
342 701 1023 1023
622 948 0 1023
464 28 0 0
918 569 0 1023
475 430 0 1023
116 884 1023 0
442 829 0 1023
451 460 1023 1023
629 383 0 0
608 307 0 0
366 191 1023 0
813 426 0 0
281 618 1023 0
129 800 0 1023
51 804 0 0
425 605 0 0
647 809 0 1023
154 520 0 0
548 687 0 1023
636 952 1023 0
439 876 1023 1023
795 262 1023 0
22 719 1023 1023
510 819 1023 1023
1001 455 1023 1023
937 203 0 1023
326 654 1023 1023
828 199 1023 1023
979 821 1023 1023
356 715 1023 1023
82 466 1023 0
246 843 1023 1023
554 67 0 0
749 173 1023 0
320 326 1023 0
280 815 0 1023
603 397 0 1023
374 640 1023 1023
921 462 1023 1023
844 780 1023 0
835 885 1023 1023
993 431 1023 0
564 853 1023 1023
1020 795 1023 0
901 213 0 0
116 493 0 0
53 71 0 0
477 754 0 1023
644 608 1023 1023
705 558 0 0
206 235 0 0
589 168 0 1023
301 601 1023 0
745 362 0 0
981 225 1023 1023
407 233 0 1023
433 1016 0 0
970 368 0 1023
335 720 1023 0
437 373 0 1023
105 521 1023 0
898 727 1023 0
992 487 1023 1023
712 915 1023 0
506 776 1023 1023
856 36 0 1023
769 212 1023 1023
28 794 1023 0
92 725 0 0
974 170 0 0
801 606 0 0
899 742 1023 1023
242 177 0 0
981 33 1023 0
266 966 1023 1023
151 411 0 0
569 774 1023 1023
8 851 1023 1023
628 613 0 0
978 596 1023 1023
726 355 1023 1023
183 465 0 1023
446 683 1023 1023
50 297 0 0
390 983 0 1023
850 720 0 0
714 171 1023 1023
664 751 0 1023
539 999 1023 1023
381 610 0 1023
652 367 0 1023
283 43 1023 1023
808 136 0 1023
258 234 0 1023
773 586 0 1023
435 619 1023 0
587 1004 0 0
748 253 1023 1023
875 381 0 1023
64 810 1023 1023
693 90 0 1023
536 69 0 1023
943 571 1023 0
926 768 0 1023
790 715 1023 0
362 624 1023 0
19 919 0 1023
777 501 1023 1023
491 719 1023 0
186 77 1023 0
817 533 0 1023
633 855 1023 1023
399 691 0 0
27 390 0 1023
888 97 0 0
557 137 1023 1023
203 765 0 0
358 1022 0 0
321 705 0 0
139 1020 0 1023
505 4 0 0
642 453 1023 0
711 917 1023 0
9 617 1023 1023
657 952 1023 1023
250 872 1023 1023
911 242 0 1023
671 760 0 0
156 627 1023 1023
221 801 1023 0
339 736 1023 1023
1006 515 0 0
599 397 0 1023
712 668 0 0
857 944 0 1023
79 453 0 1023
230 492 0 1023
854 556 0 0
749 969 1023 1023
329 938 0 1023
118 479 1023 1023
