# taille de la grille
X 1024
Y 1024
# position des obstacles
# Xmin Xmax Ymin Ymax
# si pas obstacle : mettre -1 comme valeur
# 16 obstacles
318 187 1023 1023
798 42 0 0
793 910 0 1023
437 744 0 1023
919 978 0 0
831 129 0 1023
818 200 1023 1023
788 893 0 0
945 568 1023 1023
927 483 0 0
201 983 0 1023
666 660 0 0
831 801 1023 1023
432 311 0 1023
324 176 1023 1023
287 948 1023 1023
210 763 0 0
946 602 1023 1023
803 540 0 0
925 229 1023 0
1021 901 0 0
731 609 0 0
863 457 1023 0
669 192 1023 0
917 227 0 0
807 46 1023 0
439 872 1023 1023
978 567 0 0
914 6 1023 1023
431 140 1023 0
992 2 1023 1023
655 623 1023 0
24 865 0 1023
570 243 0 1023
221 514 0 0
881 114 0 0
372 343 1023 0
327 792 1023 0
24 820 1023 0
409 366 0 0
789 453 1023 0
22 624 0 1023
91 212 0 1023
554 66 1023 1023
978 1013 1023 1023
336 274 0 1023
199 934 0 1023
804 378 1023 1023
532 636 1023 0
867 98 1023 0
463 87 1023 0
523 773 0 1023
335 108 0 1023
888 122 1023 0
434 417 1023 0
867 1011 1023 1023
798 357 1023 1023
113 977 1023 0
733 726 0 0
301 906 0 0
288 696 0 1023
310 856 1023 0
195 248 0 1023
561 315 0 1023
416 446 0 1023
456 267 1023 0
638 512 1023 1023
842 476 0 1023
178 59 0 0
145 436 0 1023
706 212 0 1023
448 863 1023 0
247 277 0 0
578 695 0 0
200 151 1023 0
381 989 1023 1023
788 1005 0 1023
495 896 0 0
532 761 0 1023
5 186 0 1023
774 616 1023 1023
857 883 1023 0
716 386 1023 0
701 159 1023 0
705 532 0 0
830 518 1023 0
718 444 0 0
350 561 0 0
414 826 0 1023
20 666 0 1023
775 22 1023 1023
205 10 0 1023
569 561 1023 0
57 215 0 1023
844 983 0 1023
185 352 0 0
135 620 1023 1023
679 271 1023 0
138 371 0 1023
414 351 1023 1023
329 237 0 0
1 5 0 1023
328 579 1023 1023
452 672 0 1023
444 235 0 1023
495 350 1023 0
921 487 1023 0
810 627 0 1023
206 627 0 1023
201 676 0 0
41 502 1023 1023
735 270 1023 0
403 59 1023 1023
382 802 1023 0
936 24 1023 1023
277 604 0 1023
636 444 1023 1023
172 803 0 0
335 6 1023 1023
762 495 0 1023
809 656 1023 0
391 803 0 0
464 360 1023 1023
798 883 0 0
485 210 1023 0
190 459 0 0
409 164 0 1023
119 55 1023 0
595 193 1023 1023
133 516 0 0
120 437 0 0
431 1018 0 0
534 204 1023 1023
445 175 0 1023
992 52 0 0
838 71 1023 1023
763 481 1023 1023
880 394 0 0
287 160 0 0
27 515 1023 1023
844 511 0 0
670 999 0 1023
64 29 1023 1023
940 525 0 0
656 459 0 1023
780 950 1023 0
577 806 1023 0
45 60 0 1023
576 54 1023 0
260 816 1023 0
712 795 0 0
775 894 0 1023
745 429 0 0
430 285 1023 1023
614 330 1023 1023
886 426 0 1023
850 299 0 1023
926 823 1023 1023
639 316 0 1023
398 694 1023 0
143 695 1023 1023
659 176 0 1023
198 470 0 0
596 378 0 1023
20 776 0 0
278 917 1023 0
589 398 0 1023
439 981 1023 1023
843 347 0 0
980 542 0 1023
491 155 1023 1023
108 990 1023 0
442 994 1023 1023
1002 643 1023 1023
93 613 1023 0
826 953 1023 0
227 719 0 0
927 101 1023 0
257 756 0 0
722 73 0 1023
795 746 1023 1023
558 974 0 1023
330 53 0 0
122 893 0 1023
1020 753 1023 1023
624 317 1023 0
928 416 1023 0
270 1011 1023 1023
789 413 0 1023
467 760 1023 0
309 806 1023 0
300 541 0 0
939 1013 1023 0
526 2 0 0
1009 914 0 1023
66 534 1023 0
284 708 1023 0
838 522 1023 0
262 852 1023 0
809 260 0 1023
972 1019 0 1023
353 214 0 1023
92 826 1023 0
663 928 0 0
629 427 0 0
432 254 1023 0
209 646 0 0
582 515 0 1023
642 21 0 0
533 472 1023 0
220 525 1023 0
447 423 0 1023
475 744 0 0
891 409 1023 0
381 47 1023 0
266 836 1023 1023
734 527 0 1023
768 887 0 0
682 1 1023 1023
154 604 1023 0
574 686 1023 1023
508 732 1023 1023
45 369 1023 0
738 974 1023 1023
626 239 0 1023
764 691 0 0
876 365 0 1023
191 725 0 0
205 973 1023 1023
849 471 1023 1023
554 968 1023 1023
324 28 1023 1023
763 887 0 0
838 443 1023 1023
255 652 0 1023
873 8 0 1023
917 164 1023 1023
991 373 1023 1023
638 861 0 0
154 849 0 0
73 504 1023 1023
641 120 1023 0
997 614 0 1023
25 641 1023 0
215 586 1023 1023
8 808 0 1023
107 218 0 0
695 588 1023 0
791 344 1023 1023
918 520 0 1023
540 930 1023 0
628 404 0 1023
260 825 0 0
166 148 1023 1023
448 921 1023 0
60 840 1023 0
729 243 1023 1023
115 439 1023 1023
888 11 0 0
434 160 0 1023
479 23 0 0
733 112 1023 0
637 1002 0 1023
47 113 1023 0
1004 200 0 1023
1019 568 1023 0
939 622 0 0
103 774 1023 1023
428 74 1023 0
768 8 1023 0
724 794 0 1023
26 733 0 1023
284 121 1023 1023
691 864 1023 0
653 128 0 0
297 550 0 1023
890 907 0 1023
850 338 1023 0
730 824 0 0
131 214 0 0
600 1013 0 0
779 41 1023 0
280 710 0 1023
943 85 0 0
808 616 1023 0
42 857 0 0
813 851 1023 1023
311 241 0 0
947 180 0 0
789 57 0 1023
497 1 0 1023
392 349 1023 0
965 213 1023 0
169 665 0 0
434 144 0 1023
260 811 0 1023
284 665 0 0
751 772 1023 0
76 741 0 0
198 574 0 1023
38 826 1023 0
178 95 0 1023
1014 962 1023 1023
654 174 0 1023
278 1012 0 0
506 127 1023 1023
738 339 1023 0
749 527 1023 0
297 165 1023 0
831 842 0 1023
44 234 0 1023
633 1015 0 1023
26 376 1023 0
438 938 1023 1023
237 804 0 1023
271 494 0 0
817 694 1023 0
474 506 1023 1023
696 874 1023 0
675 549 0 1023
193 931 1023 1023
478 454 1023 0
605 16 0 0
935 361 0 1023
19 822 0 0
25 75 0 0
708 658 1023 1023
626 322 0 0
470 895 1023 1023
813 139 1023 0
530 782 0 0
437 674 0 1023
51 66 1023 1023
8 714 0 1023
897 762 0 0
506 330 0 1023
526 340 1023 1023
1013 270 0 1023
154 984 1023 0
812 933 0 1023
278 317 1023 1023
285 305 1023 0
173 846 0 0
599 448 1023 0
704 726 0 0
19 933 0 1023
779 406 0 1023
494 229 1023 1023
999 197 1023 1023
144 458 0 1023
487 1 1023 0
120 403 1023 1023
332 454 1023 0
223 475 0 0
914 293 1023 1023
48 773 1023 0
380 843 1023 0
905 690 0 0
35 197 0 1023
987 331 1023 0
183 121 1023 0
192 197 1023 0
956 641 0 1023
8 433 1023 1023
109 512 0 1023
890 740 1023 1023
294 724 1023 0
561 851 0 1023
532 882 0 0
529 404 0 0
953 596 0 1023
866 640 1023 1023
269 158 1023 1023
35 426 0 1023
594 780 0 0
981 792 1023 0
787 504 0 1023
235 620 1023 1023
387 289 0 0
931 245 0 0
195 275 1023 1023
678 684 1023 0
859 456 0 0
498 815 1023 1023
187 843 0 0
10 322 0 0
921 238 1023 1023
776 1016 0 0
935 155 0 0
187 845 0 1023
87 764 0 1023
61 742 0 1023
17 688 0 1023
582 832 1023 1023
173 934 1023 1023
711 79 1023 1023
895 203 1023 0
432 167 0 1023
321 279 0 0
101 755 1023 0
860 884 0 0
378 713 1023 0
111 33 1023 1023
553 86 0 0
405 149 0 1023
570 528 1023 1023
657 956 0 1023
373 751 1023 1023
313 769 1023 0
791 19 1023 1023
169 689 1023 1023
423 1004 0 0
314 1007 0 1023
298 166 0 0
958 837 1023 0
83 104 0 1023
119 274 1023 1023
879 106 0 0
411 192 1023 1023
452 206 0 1023
415 720 0 1023
372 949 1023 1023
949 254 0 1023
653 179 0 1023
50 791 0 1023
661 593 1023 1023
397 822 0 1023
760 186 1023 1023
432 639 1023 0
785 854 0 1023
55 166 1023 1023
703 29 1023 1023
547 264 0 1023
519 913 0 1023
233 890 1023 0
478 7 0 0
847 625 1023 1023
265 22 1023 0
222 577 1023 1023
336 976 1023 1023
1010 455 0 0
547 53 1023 0
692 730 0 1023
905 769 1023 1023
330 542 0 1023
856 785 0 0
1023 609 0 0
963 901 0 1023
324 629 0 0
556 382 0 1023
822 779 0 0
156 464 0 1023
688 185 1023 1023
99 399 0 1023
908 28 0 1023
463 347 1023 1023
891 794 0 0
999 597 1023 0
533 636 1023 0
590 942 0 0
240 247 0 0
645 39 1023 0
203 997 0 0
947 483 0 0
348 296 1023 0
883 97 0 1023
549 895 0 1023
779 277 0 1023
539 200 1023 1023
882 951 0 0
647 140 1023 1023
551 919 1023 1023
40 61 1023 1023
403 856 1023 0
498 524 1023 1023
502 503 1023 1023
472 177 0 0
417 787 1023 1023
526 617 0 1023
522 501 1023 1023
453 822 1023 1023
86 673 1023 1023
774 687 1023 0
581 772 0 0
81 50 1023 0
357 965 0 0
1022 865 1023 0
140 583 0 0
447 250 1023 0
383 279 1023 0
622 1013 0 0
489 472 0 0
194 414 1023 0
376 143 1023 1023
691 584 0 1023
754 3 0 1023
261 792 0 1023
732 481 1023 1023
645 968 0 0
93 321 0 1023
149 234 0 1023
789 139 1023 0
764 293 1023 0
189 832 1023 1023
189 888 1023 1023
260 821 0 0
353 957 1023 0
980 753 1023 1023
594 50 1023 1023
479 908 1023 1023
428 810 0 0
309 879 0 0
666 582 0 0
99 277 0 0
35 95 1023 1023
311 304 0 1023
572 3 0 1023
567 649 0 0
136 99 1023 0
808 858 0 1023
943 391 0 0
604 305 1023 1023
193 423 1023 1023
937 443 1023 0
22 529 1023 1023
613 468 1023 1023
466 183 1023 1023
577 194 1023 1023
205 565 1023 0
806 855 1023 1023
618 893 1023 1023
601 624 0 0
514 1021 0 0
802 353 1023 0
778 694 0 1023
224 608 1023 0
636 451 0 0
31 296 1023 0
954 467 1023 0
49 552 0 0
303 124 0 0
165 795 1023 0
935 402 1023 1023
911 529 0 1023
392 896 0 0
954 159 1023 1023
1017 630 0 1023
225 10 0 0
122 532 1023 1023
63 885 0 0
410 977 0 1023
175 199 0 0
786 499 0 0
495 275 1023 0
821 385 1023 0
959 576 1023 1023
337 664 0 1023
224 18 0 1023
748 369 0 0
883 543 0 1023
305 127 1023 0
43 36 0 0
713 665 1023 0
415 777 0 0
557 306 0 0
460 18 0 1023
652 434 1023 1023
646 141 1023 0
79 1017 0 1023
261 842 0 0
192 693 0 1023
139 801 0 1023
948 336 1023 0
837 523 1023 1023
33 472 1023 1023
1022 808 0 1023
1019 16 0 1023
630 892 0 1023
467 870 0 1023
333 101 0 0
446 712 0 0
454 677 0 0
552 363 1023 0
910 469 0 1023
150 497 0 1023
595 105 0 1023
357 991 1023 0
276 545 1023 0
684 140 1023 1023
316 807 0 0
73 913 0 1023
645 40 1023 1023
67 269 0 1023
923 138 1023 0
888 692 0 0
192 618 1023 0
556 374 1023 0
527 587 0 0
826 308 0 1023
632 442 1023 0
911 673 1023 0
623 259 1023 0
761 667 0 1023
426 331 0 0
713 468 1023 1023
806 277 1023 0
26 89 0 1023
554 305 0 0
527 41 1023 1023
486 961 0 1023
683 118 0 1023
31 626 0 0
100 985 1023 0
736 468 1023 1023
819 1016 1023 1023
50 1011 1023 0
793 687 0 0
454 437 1023 0
18 186 0 0
929 45 0 0
789 495 1023 0
700 962 1023 1023
674 519 1023 0
201 946 0 1023
577 965 1023 0
151 514 0 1023
26 311 1023 1023
810 384 1023 0
139 49 1023 1023
214 938 0 0
908 557 1023 1023
107 1011 0 0
989 849 0 1023
626 367 0 0
972 731 1023 0
862 352 1023 1023
784 737 1023 1023
676 343 1023 1023
985 642 1023 1023
729 826 0 1023
940 437 0 0
732 131 0 1023
67 77 0 1023
107 794 0 0
465 41 0 0
62 24 0 0
135 8 1023 1023
943 136 1023 0
395 90 0 1023
560 52 0 0
73 320 1023 1023
696 22 0 0
738 599 1023 0
11 800 1023 0
806 192 1023 0
348 769 1023 0
290 582 0 0
828 106 0 0
52 547 0 0
655 184 0 0
339 49 0 0
933 793 1023 1023
232 21 1023 1023
953 484 1023 1023
157 542 0 1023
630 626 1023 0
395 808 1023 1023
845 512 0 0
435 127 0 0
573 905 0 1023
189 495 1023 1023
881 490 0 0
384 1004 0 0
918 710 0 0
294 662 1023 0
790 28 0 1023
321 864 0 1023
873 932 0 0
661 464 1023 1023
212 731 0 1023
375 882 0 0
489 223 0 1023
1009 857 0 1023
91 284 1023 0
747 260 0 0
914 951 1023 1023
469 89 0 1023
659 186 0 1023
391 299 1023 1023
572 945 0 1023
167 176 0 1023
753 327 0 0
322 824 0 0
733 227 1023 1023
485 16 1023 0
930 582 1023 0
984 542 1023 0
930 836 0 1023
119 243 0 1023
502 349 1023 0
1013 337 1023 1023
545 208 1023 0
562 153 1023 0
637 617 1023 0
440 618 0 0
385 108 0 0
453 181 1023 0
396 258 0 0
815 248 0 0
216 619 0 0
984 545 0 0
731 195 0 1023
607 488 0 0
571 547 0 0
209 270 1023 0
550 454 1023 0
345 718 1023 0
970 712 0 0
253 786 0 0
440 281 0 0
386 804 0 0
851 692 0 0
22 158 1023 1023
289 182 0 1023
137 666 0 1023
333 614 0 0
571 46 1023 0
871 454 1023 0
98 624 0 1023
130 306 1023 1023
702 639 0 1023
303 998 1023 0
532 418 1023 1023
759 552 0 1023
371 87 0 0
195 140 1023 0
66 978 1023 1023
31 383 1023 0
144 718 0 1023
542 188 0 1023
327 862 0 0
713 993 0 1023
784 167 0 0
350 833 0 0
974 868 0 0
868 895 1023 0
178 462 1023 1023
925 176 1023 1023
944 128 1023 0
564 407 1023 0
911 442 1023 1023
14 833 0 1023
158 200 0 0
92 109 1023 1023
949 75 1023 1023
367 233 1023 0
676 632 0 1023
680 735 0 0
975 980 0 0
700 889 1023 0
947 507 1023 0
219 238 1023 1023
492 749 0 1023
251 884 0 1023
977 860 1023 0
416 676 0 0
82 298 0 1023
454 213 1023 1023
972 622 0 0
958 465 1023 0
540 54 0 0
874 622 0 0
328 445 1023 0
255 637 0 1023
106 742 0 1023
243 254 1023 0
645 289 1023 1023
1006 805 0 1023
119 999 0 1023
308 839 1023 0
818 684 1023 0
916 842 1023 1023
569 982 0 0
640 398 1023 0
258 128 0 1023
290 233 1023 0
605 617 0 0
11 411 0 0
95 934 0 0
194 747 1023 0
118 686 1023 1023
751 12 0 1023
468 348 1023 1023
945 503 1023 0
149 173 1023 0
596 86 0 1023
1013 438 0 1023
489 344 0 1023
630 406 0 0
448 965 0 1023
11 679 1023 0
918 615 0 1023
880 389 1023 1023
205 327 0 0
26 244 0 0
557 154 1023 0
459 247 0 1023
638 218 1023 0
798 457 1023 0
534 47 1023 1023
967 992 1023 1023
983 624 0 0
125 602 0 1023
31 86 1023 0
490 485 1023 1023
1017 91 1023 0
243 903 1023 0
548 101 1023 0
512 427 0 1023
391 880 0 0
100 846 1023 0
413 772 0 0
159 808 0 1023
33 282 0 0
14 662 1023 0
110 675 0 0
698 969 0 1023
316 388 0 0
686 945 1023 1023
669 1008 1023 1023
23 358 0 1023
55 513 0 1023
649 985 1023 0
874 576 1023 1023
705 558 0 0
12 963 1023 0
782 737 0 0
801 979 1023 1023
459 540 0 0
451 522 1023 0
882 852 1023 0
85 703 0 1023
688 59 1023 0
513 868 0 0
958 367 0 0
172 486 1023 1023
649 953 0 1023
422 896 1023 1023
443 829 1023 1023
768 506 0 1023
725 89 1023 1023
768 612 0 0
277 5 1023 0
708 899 0 0
991 434 1023 0
494 903 0 1023
899 157 1023 1023
93 755 1023 0
624 922 0 0
